,DIAGNOSIS_CODE,DIAGNOSIS_NAME,STD_INDICATOR,APPROVED_INDICATOR,CREATE_DATE,INPUT_CODE,INPUT_CODE_WB,DIAGNOSIS_DICT,DISEASE_SORT,CODE_VERSION
948,G82.205,陈旧性脊柱骨折伴截瘫,1,1,29-9月 -15,CJXJZGZB,,,,ICD10_15
949,G82.501,四肢瘫,1,1,29-9月 -15,SZT,,,,ICD10_15
950,G82.502,四肢不全瘫,1,1,29-9月 -15,SZBQT,,,,ICD10_15
954,G83.401,神经源性膀胱(马尾综合征引起),1,1,29-9月 -15,SJYXBGMW,,,,ICD10_15
955,G83.402,马尾综合征,1,1,29-9月 -15,MWZHZ,,,,ICD10_15
959,G83.802,托德麻痹(Todd),1,1,29-9月 -15,TDMBTODD,,,,ICD10_15
961,G83.901,瘫痪,1,1,29-9月 -15,TH,,,,ICD10_15
965,G90.201,霍纳综合征,1,1,29-9月 -15,HNZHZ,,,,ICD10_15
966,G90.201,颈交感神经麻痹综合征,1,1,29-9月 -15,JJGSJMBZ,,,,ICD10_15
967,G90.201,Horner综合征,1,1,29-9月 -15,HORNERZH,,,,ICD10_15
968,G90.301,多系统萎缩(MSA),1,1,29-9月 -15,DXTWSMSA,,,,ICD10_15
975,G90.901,自主神经功能紊乱,1,1,29-9月 -15,ZZSJGNWL,,,,ICD10_15
976,G90.902,植物神经功能紊乱,1,1,29-9月 -15,ZWSJGNWL,,,,ICD10_15
979,G91.001,交通性脑积水,1,1,29-9月 -15,JTXNJS,,,,ICD10_15
980,G91.101,梗阻性脑积水,1,1,29-9月 -15,GZXNJS,,,,ICD10_15
987,G91.901,脑积水,1,1,29-9月 -15,NJS,,,,ICD10_15
988,G91.902,硬脑膜下积液,1,1,29-9月 -15,YNMXJY,,,,ICD10_15
989,G91.903,硬脑膜下积水,1,1,29-9月 -15,YNMXJS,,,,ICD10_15
990,G92  01,中毒性脑病,1,1,29-9月 -15,ZDXNB,,,,ICD10_15
992,G93.002,蛛网膜囊肿,1,1,29-9月 -15,ZWMNZ,,,,ICD10_15
993,G93.003,脑囊肿,1,1,29-9月 -15,NNZ,,,,ICD10_15
997,G93.101,肺性脑病,1,1,29-9月 -15,FXNB,,,,ICD10_15
998,G93.102,缺氧缺血性脑病,1,1,29-9月 -15,QYQXXNB,,,,ICD10_15
999,G93.103,脑缺氧症,1,1,29-9月 -15,NQYZ,,,,ICD10_15
1000,G93.201,颅内压增高,1,1,29-9月 -15,LNYZG,,,,ICD10_15
1005,G93.401,脑白质病,1,1,29-9月 -15,NBZB,,,,ICD10_15
1007,G93.403,低颅压综合征,1,1,29-9月 -15,DLYZHZ,,,,ICD10_15
1009,G93.405,弥散性脑病,1,1,29-9月 -15,MSXNB,,,,ICD10_15
1010,G93.406,脑病,1,1,29-9月 -15,NB,,,,ICD10_15
1011,G93.407,脑病变,1,1,29-9月 -15,NBB,,,,ICD10_15
1015,G93.411,伴胼胝体可逆性病灶临床症状轻微脑炎/脑病,1,1,29-9月 -15,BPZTKNXB,,,,ICD10_15
1016,G93.501,脑疝,1,1,29-9月 -15,NS,,,,ICD10_15
1017,G93.502,枕骨大孔疝,1,1,29-9月 -15,ZGDKS,,,,ICD10_15
1018,G93.504,脑干肿物,1,1,29-9月 -15,NGZW,,,,ICD10_15
1021,G93.601,脑水肿,1,1,29-9月 -15,NSZ,,,,ICD10_15
1026,G93.801,中枢性呼吸衰竭,1,1,29-9月 -15,ZSXHXSJ,,,,ICD10_15
1028,G93.803,颅内胆脂瘤,1,1,29-9月 -15,LNDZL,,,,ICD10_15
1029,G93.803,颅内表皮样囊肿,1,1,29-9月 -15,LNBPYNZ,,,,ICD10_15
1030,G93.804,放射性脑病,1,1,29-9月 -15,FSXNB,,,,ICD10_15
1033,G93.807,脑胶质细胞增生,1,1,29-9月 -15,NJZXBZS,,,,ICD10_15
1034,G93.809,大脑去皮层状态,1,1,29-9月 -15,DNQPCZT,,,,ICD10_15
1035,G93.810,脑软化,1,1,29-9月 -15,NRH,,,,ICD10_15
1036,G93.811,脑室扩张,1,1,29-9月 -15,NSKZ,,,,ICD10_15
1042,G93.818,颅内积气,1,1,29-9月 -15,LNJQ,,,,ICD10_15
1044,I83.001,下肢静脉曲张性溃疡,1,1,29-9月 -15,XZJMQZXK,,,,ICD10_15
1045,I83.002,大隐静脉曲张伴溃疡,1,1,29-9月 -15,DYJMQZBK,,,,ICD10_15
1046,I83.101,下肢静脉曲张性静脉炎,1,1,29-9月 -15,XZJMQZXJ,,,,ICD10_15
1047,I83.102,淤积性皮炎,1,1,29-9月 -15,YJXPY,,,,ICD10_15
1049,I83.201,静脉曲张性溃疡,1,1,29-9月 -15,JMQZXKY,,,,ICD10_15
1050,I83.202,下肢静脉曲张性溃疡伴感染,1,1,29-9月 -15,XZJMQZXK,,,,ICD10_15
1051,I83.901,大隐静脉曲张,1,1,29-9月 -15,DYJMQZ,,,,ICD10_15
1052,I83.902,下肢静脉曲张,1,1,29-9月 -15,XZJMQZ,,,,ICD10_15
1053,I83.903,小隐静脉曲张,1,1,29-9月 -15,XYJMQZ,,,,ICD10_15
1055,I83.905,下肢静脉瘤,1,1,29-9月 -15,XZJML,,,,ICD10_15
1056,I83.906,静脉曲张破裂,1,1,29-9月 -15,JMQZPL,,,,ICD10_15
1057,I83.907,静脉曲张,1,1,29-9月 -15,JMQZ,,,,ICD10_15
1060,I84.201,内痔,1,1,29-9月 -15,NZ,,,,ICD10_15
1061,I84.202,直肠静脉曲张,1,1,29-9月 -15,ZCJMQZ,,,,ICD10_15
1062,I84.203,混合痔,1,1,29-9月 -15,HHZ,,,,ICD10_15
1063,I84.301,血栓性外痔,1,1,29-9月 -15,XSXWZ,,,,ICD10_15
1065,I84.501,外痔,1,1,29-9月 -15,WZ,,,,ICD10_15
1066,I84.601,直肠赘,1,1,29-9月 -15,ZCZ,,,,ICD10_15
1067,I84.901,痔,1,1,29-9月 -15,Z,,,,ICD10_15
1068,I85.001,食管静脉曲张破裂出血,1,1,29-9月 -15,SGJMQZPL,,,,ICD10_15
1069,I85.901,食管静脉曲张,1,1,29-9月 -15,SGJMQZ,,,,ICD10_15
1070,I85.902,食管静脉瘤,1,1,29-9月 -15,SGJML,,,,ICD10_15
1071,I86.101,精索静脉曲张,1,1,29-9月 -15,JSJMQZ,,,,ICD10_15
1073,I86.201,膀胱静脉曲张,1,1,29-9月 -15,BGJMQZ,,,,ICD10_15
1075,I86.203,卵巢静脉曲张,1,1,29-9月 -15,LCJMQZ,,,,ICD10_15
1077,I86.401,胃底静脉曲张,1,1,29-9月 -15,WDJMQZ,,,,ICD10_15
1094,I87.101,上腔静脉综合征,1,1,29-9月 -15,SQJMZHZ,,,,ICD10_15
1096,I87.103,下腔静脉梗阻,1,1,29-9月 -15,XQJMGZ,,,,ICD10_15
1098,I87.105,上腔静脉阻塞综合征,1,1,29-9月 -15,SQJMZSZH,,,,ICD10_15
1100,I87.107,上肢静脉阻塞,1,1,29-9月 -15,SZJMZS,,,,ICD10_15
1105,I87.112,下腔静脉阻塞综合征,1,1,29-9月 -15,XQJMZSZH,,,,ICD10_15
1106,I87.113,下腔静脉阻塞,1,1,29-9月 -15,XQJMZS,,,,ICD10_15
1107,I87.114,下肢静脉梗阻,1,1,29-9月 -15,XZJMGZ,,,,ICD10_15
1110,I87.117,颈内静脉狭窄,1,1,29-9月 -15,JNJMXZ,,,,ICD10_15
1116,I87.201,下肢静脉功能不全,1,1,29-9月 -15,XZJMGNBQ,,,,ICD10_15
1119,I87.803,门静脉海绵样变性,1,1,29-9月 -15,MJMHMYBX,,,,ICD10_15
1120,I87.804,下肢静脉回流障碍,1,1,29-9月 -15,XZJMHLZA,,,,ICD10_15
1121,I87.805,假静脉瘤,1,1,29-9月 -15,JJML,,,,ICD10_15
1122,I87.806,静脉硬化,1,1,29-9月 -15,JMYH,,,,ICD10_15
1123,I88.001,肠系膜淋巴结炎,1,1,29-9月 -15,CXMLBJY,,,,ICD10_15
1124,I88.101,慢性淋巴结炎,1,1,29-9月 -15,MXLBJY,,,,ICD10_15
1127,I88.104,淋巴结坏死性肉芽肿,1,1,29-9月 -15,LBJHSXRY,,,,ICD10_15
1128,I88.105,慢性腹股沟淋巴结炎,1,1,29-9月 -15,MXFGGLBJ,,,,ICD10_15
1132,I88.901,淋巴结炎,1,1,29-9月 -15,LBJY,,,,ICD10_15
1133,I88.902,颈部淋巴结炎,1,1,29-9月 -15,JBLBJY,,,,ICD10_15
1137,I88.906,腹股沟淋巴结炎,1,1,29-9月 -15,FGGLBJY,,,,ICD10_15
1142,I89.003,淋巴管扩张,1,1,29-9月 -15,LBGKZ,,,,ICD10_15
1146,I89.101,淋巴管炎,1,1,29-9月 -15,LBGY,,,,ICD10_15
1152,I89.806,淋巴囊肿,1,1,29-9月 -15,LBNZ,,,,ICD10_15
1154,I89.808,乳糜胸,1,1,29-9月 -15,RMX,,,,ICD10_15
1158,I95.101,体位性低血压,1,1,29-9月 -15,TWXDXY,,,,ICD10_15
1159,I95.901,低血压,1,1,29-9月 -15,DXY,,,,ICD10_15
1163,I97.003,心脏术后综合征,1,1,29-9月 -15,XZSHZHZ,,,,ICD10_15
1165,B34.901,病毒性感染,1,1,29-9月 -15,BDXGR,,,,ICD10_15
1166,B35.001,头癣,1,1,29-9月 -15,TX,,,,ICD10_15
1167,B35.101,甲癣,1,1,29-9月 -15,JX,,,,ICD10_15
1168,B35.201,手癣,1,1,29-9月 -15,SX,,,,ICD10_15
1169,B35.301,足癣,1,1,29-9月 -15,ZX,,,,ICD10_15
1170,B35.401,体癣,1,1,29-9月 -15,TX,,,,ICD10_15
1172,B35.601,股癣,1,1,29-9月 -15,GX,,,,ICD10_15
1176,B35.903,皮肤真菌感染,1,1,29-9月 -15,PFZJGR,,,,ICD10_15
1177,B35.904,癣菌疹,1,1,29-9月 -15,XJZ,,,,ICD10_15
1179,B36.002,花斑癣,1,1,29-9月 -15,HBX,,,,ICD10_15
1182,B36.901,霉菌性皮炎,1,1,29-9月 -15,MJXPY,,,,ICD10_15
1184,B37.001,鹅口疮(口腔念珠菌病),1,1,29-9月 -15,EKCKQNZJ,,,,ICD10_15
1188,B37.301+N77.101*,真菌性阴道炎,1,1,29-9月 -15,ZJXYDY,,,,ICD10_15
1189,B37.302+N77.102*,念珠菌性阴道炎,1,1,29-9月 -15,NZJXYDY,,,,ICD10_15
1197,B37.804,肠道念珠菌病,1,1,29-9月 -15,CDNZJB,,,,ICD10_15
1198,B37.805,念珠菌性上颌窦炎,1,1,29-9月 -15,NZJXSHDY,,,,ICD10_15
1208,B37.902,念珠菌病,1,1,29-9月 -15,NZJB,,,,ICD10_15
1223,B44.101+J99.803*,肺曲菌病,1,1,29-9月 -15,FQJB,,,,ICD10_15
1232,B44.901,曲菌病,1,1,29-9月 -15,QJB,,,,ICD10_15
1233,B45.001,肺隐球菌病,1,1,29-9月 -15,FYQJB,,,,ICD10_15
1246,B49  01,真菌性肠炎,1,1,29-9月 -15,ZJXCY,,,,ICD10_15
1247,B49  01,肠道真菌感染,1,1,29-9月 -15,CDZJGR,,,,ICD10_15
1248,B49  02,真菌感染,1,1,29-9月 -15,ZJGR,,,,ICD10_15
1250,B49  05,真菌性上颌窦炎,1,1,29-9月 -15,ZJXSHDY,,,,ICD10_15
1252,B49  08,真菌败血症,1,1,29-9月 -15,ZJBXZ,,,,ICD10_15
1254,B49  10+J17.201*,真菌性肺炎,1,1,29-9月 -15,ZJXFY,,,,ICD10_15
1255,B49  11,霉菌性食管炎,1,1,29-9月 -15,MJXSGY,,,,ICD10_15
1286,D53.101,巨幼细胞性贫血,1,1,29-9月 -15,JYXBXPX,,,,ICD10_15
1288,D53.902,营养性贫血,1,1,29-9月 -15,YYXPX,,,,ICD10_15
1290,D55.002,葡萄糖-6-磷酸脱氢酶缺乏性贫血,1,1,29-9月 -15,PTTLSTQM,,,,ICD10_15
1298,D58.001,遗传性球形红细胞增多症,1,1,29-9月 -15,YCXQXHXB,,,,ICD10_15
1303,D58.203,血红蛋白C病,1,1,29-9月 -15,XHDBCB,,,,ICD10_15
1305,D58.901,溶血性贫血,1,1,29-9月 -15,RXXPX,,,,ICD10_15
1307,D59.101,自身免疫性溶血性贫血,1,1,29-9月 -15,ZSMYXRXX,,,,ICD10_15
1312,D59.501,阵发性睡眠性血红蛋白尿,1,1,29-9月 -15,ZFXSMXXH,,,,ICD10_15
1313,D59.502,再生障碍性贫血-阵发性睡眠性血红蛋白尿,1,1,29-9月 -15,ZSZAXPXZ,,,,ICD10_15
1314,D59.601,运动性血红蛋白尿,1,1,29-9月 -15,YDXXHDBN,,,,ICD10_15
1316,D59.901,溶血性黄疸,1,1,29-9月 -15,RXXHD,,,,ICD10_15
1317,D59.902,急性溶血性贫血,1,1,29-9月 -15,JXRXXPX,,,,ICD10_15
1318,D60.901,纯红细胞再生障碍性贫血,1,1,29-9月 -15,CHXBZSZA,,,,ICD10_15
1320,D61.002,Fanconi贫血,1,1,29-9月 -15,FANCONIP,,,,ICD10_15
1321,D61.002,范科尼贫血,1,1,29-9月 -15,FKNPX,,,,ICD10_15
1325,D61.801,继发性再生障碍性贫血,1,1,29-9月 -15,JFXZSZAX,,,,ICD10_15
1327,D61.902,再生障碍性贫血,1,1,29-9月 -15,ZSZAXPX,,,,ICD10_15
1328,D61.903,骨髓抑制性贫血,1,1,29-9月 -15,GSYZXPX,,,,ICD10_15
1329,D61.904,骨髓增生不良,1,1,29-9月 -15,GSZSBL,,,,ICD10_15
1336,D64.802,肾性贫血,1,1,29-9月 -15,SXPX,,,,ICD10_15
1338,D64.901,继发性贫血,1,1,29-9月 -15,JFXPX,,,,ICD10_15
1339,D64.902,贫血,1,1,29-9月 -15,PX,,,,ICD10_15
1340,D65  01,弥漫性血管内凝血(DIC),1,1,29-9月 -15,MMXXGNNX,,,,ICD10_15
1345,D66  01,血友病,1,1,29-9月 -15,XYB,,,,ICD10_15
1353,D68.201,凝血酶原缺乏症,1,1,29-9月 -15,NXMYQFZ,,,,ICD10_15
1354,D68.202,凝血因子Ⅴ缺乏症,1,1,29-9月 -15,NXYZWQFZ,,,,ICD10_15
1355,D68.203,凝血因子Ⅶ缺乏症,1,1,29-9月 -15,NXYZQQFZ,,,,ICD10_15
1358,D68.206,纤维蛋白原缺乏,1,1,29-9月 -15,XWDBYQF,,,,ICD10_15
1362,D68.401,获得性维生素K依赖因子缺乏症,1,1,29-9月 -15,HDXWSSKY,,,,ICD10_15
1363,D68.402,免疫性凝血酶原减少,1,1,29-9月 -15,MYXNXMYJ,,,,ICD10_15
1365,D68.601,抗磷脂综合征,1,1,29-9月 -15,KLZZHZ,,,,ICD10_15
1367,D68.901,凝血时间延长,1,1,29-9月 -15,NXSJYC,,,,ICD10_15
1368,D68.902,凝血功能障碍,1,1,29-9月 -15,NXGNZA,,,,ICD10_15
1369,D69.001,过敏性紫癜,1,1,29-9月 -15,GMXZD,,,,ICD10_15
1370,D69.002,变应性血管炎,1,1,29-9月 -15,BYXXGY,,,,ICD10_15
1372,D69.004+N08.201*,紫癜性肾炎,1,1,29-9月 -15,ZDXSY,,,,ICD10_15
1373,D69.005+N08.202*,过敏性紫癜性肾炎,1,1,29-9月 -15,GMXZDXSY,,,,ICD10_15
1376,D69.101,血小板病,1,1,29-9月 -15,XXBB,,,,ICD10_15
1379,D69.201,紫癜,1,1,29-9月 -15,ZD,,,,ICD10_15
1380,D69.202,老年性紫癜,1,1,29-9月 -15,LNXZD,,,,ICD10_15
1381,D69.301,埃文斯综合征,1,1,29-9月 -15,AWSZHZ,,,,ICD10_15
1382,D69.301,Evan's综合征,1,1,29-9月 -15,EVANSZHZ,,,,ICD10_15
1383,D69.401,原发性血小板减少症,1,1,29-9月 -15,YFXXXBJS,,,,ICD10_15
1384,D69.402,原发性血小板减少性紫癜,1,1,29-9月 -15,YFXXXBJS,,,,ICD10_15
1385,D69.403,免疫性血小板减少性紫癜,1,1,29-9月 -15,MYXXXBJS,,,,ICD10_15
1386,D69.404,血小板减少性紫癜,1,1,29-9月 -15,XXBJSXZD,,,,ICD10_15
1387,D69.501,继发性血小板减少症,1,1,29-9月 -15,JFXXXBJS,,,,ICD10_15
1391,D69.505,血小板减少伴血管瘤综合征,1,1,29-9月 -15,XXBJSBXG,,,,ICD10_15
1392,D69.505,Kasabach-Merritt综合征,1,1,29-9月 -15,KASABACH,,,,ICD10_15
1393,D69.601,血小板减少症,1,1,29-9月 -15,XXBJSZ,,,,ICD10_15
1395,D69.901,多器官出血,1,1,29-9月 -15,DQGCX,,,,ICD10_15
1396,D70  01,白细胞减少症,1,1,29-9月 -15,BXBJSZ,,,,ICD10_15
1397,D70  02,急性粒细胞缺乏症,1,1,29-9月 -15,JXLXBQFZ,,,,ICD10_15
1398,G93.820,脑钙化,1,1,29-9月 -15,NGH,,,,ICD10_15
1399,G93.823,代谢性脑病,1,1,29-9月 -15,DXXNB,,,,ICD10_15
1401,G93.902,脑疾患,1,1,29-9月 -15,NJH,,,,ICD10_15
1403,G93.904,脑损害,1,1,29-9月 -15,NSH,,,,ICD10_15
1404,G93.905,脑肿物,1,1,29-9月 -15,NZW,,,,ICD10_15
1406,G93.907,脑干功能衰竭,1,1,29-9月 -15,NGGNSJ,,,,ICD10_15
1407,G95.001,脊髓空洞症,1,1,29-9月 -15,JSKDZ,,,,ICD10_15
1412,G95.104,脊髓前动脉供血不足,1,1,29-9月 -15,JSQDMGXB,,,,ICD10_15
1414,G95.106,脊髓缺血,1,1,29-9月 -15,JSQX,,,,ICD10_15
1418,G95.201,脊髓压迫症,1,1,29-9月 -15,JSYPZ,,,,ICD10_15
1419,G95.801,肝性脊髓病,1,1,29-9月 -15,GXJSB,,,,ICD10_15
1421,G95.803,放射性脊髓病,1,1,29-9月 -15,FSXJSB,,,,ICD10_15
1425,G95.807,硬脊膜内囊肿,1,1,29-9月 -15,YJMNNZ,,,,ICD10_15
1427,G95.901,脊髓病,1,1,29-9月 -15,JSB,,,,ICD10_15
1428,G95.902,椎管内占位性病变,1,1,29-9月 -15,ZGNZWXBB,,,,ICD10_15
1430,G96.001,脑脊液耳漏,1,1,29-9月 -15,NJYEL,,,,ICD10_15
1431,G96.002,脑脊液漏,1,1,29-9月 -15,NJYL,,,,ICD10_15
1432,G96.003,脑脊液鼻漏,1,1,29-9月 -15,NJYBL,,,,ICD10_15
1434,G96.102,硬脊膜外囊肿,1,1,29-9月 -15,YJMWNZ,,,,ICD10_15
1435,G96.103,椎管内囊肿,1,1,29-9月 -15,ZGNNZ,,,,ICD10_15
1436,G96.105,脊髓蛛网膜粘连,1,1,29-9月 -15,JSZWMNL,,,,ICD10_15
1444,G96.901,脑脊髓病,1,1,29-9月 -15,NJSB,,,,ICD10_15
1448,G97.101,低颅压性头痛(腰穿后),1,1,29-9月 -15,DLYXTTYC,,,,ICD10_15
1453,G97.805,手术后面瘫,1,1,29-9月 -15,SSHMT,,,,ICD10_15
1454,G97.808,手术后马尾神经损伤,1,1,29-9月 -15,SSHMWSJS,,,,ICD10_15
1455,G97.809,手术后肢体功能障碍,1,1,29-9月 -15,SSHZTGNZ,,,,ICD10_15
1458,G98  01,神经系统病变,1,1,29-9月 -15,SJXTBB,,,,ICD10_15
1459,H00.001,睑板腺炎,1,1,29-9月 -15,JBXY,,,,ICD10_15
1460,H00.002,睑腺炎,1,1,29-9月 -15,JXY,,,,ICD10_15
1461,H00.002,麦粒肿,1,1,29-9月 -15,ILZ,,,,ICD10_15
1463,H00.004,眼睑脓肿,1,1,29-9月 -15,YJNZ,,,,ICD10_15
1464,H00.102,霰粒肿,1,1,29-9月 -15,SLZ,,,,ICD10_15
1465,H00.102,睑板腺囊肿,1,1,29-9月 -15,JBXNZ,,,,ICD10_15
1468,H01.101,眼睑皮炎,1,1,29-9月 -15,YJPY,,,,ICD10_15
1471,H01.901,眼睑炎,1,1,29-9月 -15,YJY,,,,ICD10_15
1472,H02.001,眼睑倒睫,1,1,29-9月 -15,YJDJ,,,,ICD10_15
1474,H02.003,眼睑内翻,1,1,29-9月 -15,YJNF,,,,ICD10_15
1475,H02.101,眼睑外翻,1,1,29-9月 -15,YJWF,,,,ICD10_15
1479,H02.301,上睑皮肤松弛,1,1,29-9月 -15,SJPFSC,,,,ICD10_15
1480,H02.302,下睑皮肤松弛,1,1,29-9月 -15,XJPFSC,,,,ICD10_15
1482,H02.401,眼上睑下垂,1,1,29-9月 -15,YSJXC,,,,ICD10_15
1485,H02.503,眼睑闭锁,1,1,29-9月 -15,YJBS,,,,ICD10_15
1486,H02.504,睑裂闭合不全,1,1,29-9月 -15,JLBHBQ,,,,ICD10_15
1496,H02.802,眼眦后天性畸形,1,1,29-9月 -15,YZHTXJX,,,,ICD10_15
1504,H02.810,眼睑囊肿,1,1,29-9月 -15,YJNZ,,,,ICD10_15
1505,H02.811,眼睑皮脂腺囊肿,1,1,29-9月 -15,YJPZXNZ,,,,ICD10_15
1506,H02.812,眼睑出血,1,1,29-9月 -15,YJCX,,,,ICD10_15
1508,H02.901,眼睑新生物,1,1,29-9月 -15,YJXSW,,,,ICD10_15
1513,H04.101,眼干燥综合征,1,1,29-9月 -15,YGZZHZ,,,,ICD10_15
1521,H04.301,泪囊炎,1,1,29-9月 -15,LNY,,,,ICD10_15
1522,H04.302,泪囊脓肿,1,1,29-9月 -15,LNNZ,,,,ICD10_15
1529,I97.801,室间隔缺损修补术后残余分流,1,1,29-9月 -15,SJGQSXBS,,,,ICD10_15
1530,I97.802,动静脉内瘘血栓形成,1,1,29-9月 -15,DJMNLXSX,,,,ICD10_15
1533,I97.805,室缺残余分流,1,1,29-9月 -15,SQCYFL,,,,ICD10_15
1536,I97.810,房间隔缺损术后残余分流,1,1,29-9月 -15,FJGQSSHC,,,,ICD10_15
1537,I97.811,动脉导管未闭术后残余分流,1,1,29-9月 -15,DMDGWBSH,,,,ICD10_15
1538,I97.812,主动脉瘤腔内治疗术后内漏,1,1,29-9月 -15,ZDMLQNZL,,,,ICD10_15
1539,I97.813,心脏瓣膜术后瓣周漏,1,1,29-9月 -15,XZBMSHBZ,,,,ICD10_15
1542,J00  01,病毒性感冒,1,1,29-9月 -15,BDXGM,,,,ICD10_15
1543,J00  02,胃肠型感冒,1,1,29-9月 -15,WCXGM,,,,ICD10_15
1545,J00  04,急性鼻炎,1,1,29-9月 -15,JXBY,,,,ICD10_15
1550,J01.301,急性蝶窦炎,1,1,29-9月 -15,JXDDY,,,,ICD10_15
1553,J01.901,急性鼻窦炎,1,1,29-9月 -15,JXBDY,,,,ICD10_15
1554,J01.902,急性化脓性鼻窦炎,1,1,29-9月 -15,JXHNXBDY,,,,ICD10_15
1556,J02.901,急性咽炎,1,1,29-9月 -15,JXYY,,,,ICD10_15
1557,J02.902,急性化脓性咽峡炎,1,1,29-9月 -15,JXHNXYXY,,,,ICD10_15
1560,J02.905,溃疡性咽炎,1,1,29-9月 -15,KYXYY,,,,ICD10_15
1561,J02.906,咽喉痛,1,1,29-9月 -15,YHT,,,,ICD10_15
1563,J02.908,咽峡炎,1,1,29-9月 -15,YXY,,,,ICD10_15
1564,J02.909,咽炎,1,1,29-9月 -15,YY,,,,ICD10_15
1565,J03.901,急性扁桃体残体炎,1,1,29-9月 -15,JXBTTCTY,,,,ICD10_15
1566,J03.902,急性扁桃体炎,1,1,29-9月 -15,JXBTTY,,,,ICD10_15
1567,J03.903,急性化脓性扁桃体炎,1,1,29-9月 -15,JXHNXBTT,,,,ICD10_15
1568,J03.904,慢性扁桃体炎急性发作,1,1,29-9月 -15,MXBTTYJX,,,,ICD10_15
1570,J03.906,扁桃体炎,1,1,29-9月 -15,BTTY,,,,ICD10_15
1572,J04.002,急性喉炎,1,1,29-9月 -15,JXHY,,,,ICD10_15
1575,J04.005,喉炎,1,1,29-9月 -15,HY,,,,ICD10_15
1577,J04.101,急性气管炎,1,1,29-9月 -15,JXQGY,,,,ICD10_15
1578,J04.102,气管炎,1,1,29-9月 -15,QGY,,,,ICD10_15
1582,J05.101,急性会厌炎,1,1,29-9月 -15,JXHYY,,,,ICD10_15
1583,J06.001,急性咽喉炎,1,1,29-9月 -15,JXYHY,,,,ICD10_15
1585,J06.901,急性上呼吸道感染,1,1,29-9月 -15,JXSHXDGR,,,,ICD10_15
1587,J06.903,上呼吸道感染,1,1,29-9月 -15,SHXDGR,,,,ICD10_15
1595,J11.101,流行性感冒,1,1,29-9月 -15,LXXGM,,,,ICD10_15
1598,J12.901,病毒性肺炎,1,1,29-9月 -15,BDXFY,,,,ICD10_15
1616,J15.701,支原体肺炎,1,1,29-9月 -15,ZYTFY,,,,ICD10_15
1620,J15.903,社区获得性肺炎,1,1,29-9月 -15,SOHDXFY,,,,ICD10_15
1622,J18.001,支气管肺炎,1,1,29-9月 -15,ZQGFY,,,,ICD10_15
1628,J18.101,大叶性肺炎,1,1,29-9月 -15,DYXFY,,,,ICD10_15
1629,J18.201,坠积性肺炎,1,1,29-9月 -15,ZJXFY,,,,ICD10_15
1631,J18.802,肺炎性假瘤,1,1,29-9月 -15,FYXJL,,,,ICD10_15
1634,J18.805,阻塞性肺炎,1,1,29-9月 -15,ZSXFY,,,,ICD10_15
1635,J18.806,肺炎（病原体未特指）,1,1,29-9月 -15,FYDBYTWT,,,,ICD10_15
1636,J18.901,肺炎,1,1,29-9月 -15,FY,,,,ICD10_15
1641,J20.901,新生儿支气管炎,1,1,29-9月 -15,XSEZQGY,,,,ICD10_15
1642,J20.902,急性支气管炎,1,1,29-9月 -15,JXZQGY,,,,ICD10_15
1643,B65.101,肠血吸虫病,1,1,29-9月 -15,CXXCB,,,,ICD10_15
1646,B65.901,血吸虫病,1,1,29-9月 -15,XXCB,,,,ICD10_15
1647,B65.902+K77.012*,血吸虫性肝硬化,1,1,29-9月 -15,XXCXGYH,,,,ICD10_15
1648,B65.903+J99.812*,肺血吸虫病,1,1,29-9月 -15,FXXCB,,,,ICD10_15
1651,B66.103+K77.013*,肝吸虫病(中华),1,1,29-9月 -15,GXCBZH,,,,ICD10_15
1652,B66.301,肝吸虫病,1,1,29-9月 -15,GXCB,,,,ICD10_15
1676,B74.901,丝虫病,1,1,29-9月 -15,SCB,,,,ICD10_15
1679,B76.901,肠道钩虫病,1,1,29-9月 -15,CDGCB,,,,ICD10_15
1683,B77.901,蛔虫病,1,1,29-9月 -15,HCB,,,,ICD10_15
1687,B82.901,肠道寄生虫感染,1,1,29-9月 -15,CDJSCGR,,,,ICD10_15
1691,B85.201,虱病,1,1,29-9月 -15,SB,,,,ICD10_15
1693,B86  01,疥疮,1,1,29-9月 -15,JC,,,,ICD10_15
1696,B89  01,寄生虫病,1,1,29-9月 -15,JSCB,,,,ICD10_15
1706,B90.901,陈旧性肺结核,1,1,29-9月 -15,CJXFJH,,,,ICD10_15
1709,B91  01,脊髓灰质炎后遗症,1,1,29-9月 -15,JSHZYHYZ,,,,ICD10_15
1718,B96.101,肺炎克雷伯菌感染,1,1,29-9月 -15,FYKLBJGR,,,,ICD10_15
1722,B97.701,人乳头状瘤病毒（HPV）感染,1,1,29-9月 -15,RRTZLBDD,,,,ICD10_15
1723,B99  01,感染,1,1,29-9月 -15,GR,,,,ICD10_15
1724,B99  02,感染性发热,1,1,29-9月 -15,GRXFR,,,,ICD10_15
1730,C01  01,舌根恶性肿瘤,1,1,29-9月 -15,SGEXZL,,,,ICD10_15
1735,C02.901,舌恶性肿瘤,1,1,29-9月 -15,SEXZL,,,,ICD10_15
1738,C03.901,牙龈恶性肿瘤,1,1,29-9月 -15,YYEXZL,,,,ICD10_15
1742,C04.901,口底恶性肿瘤,1,1,29-9月 -15,KDEXZL,,,,ICD10_15
1743,C04.902,舌下恶性肿瘤,1,1,29-9月 -15,SXEXZL,,,,ICD10_15
